resume_id,skills,experience,education,resume_text,job_description,label
246,"React, JavaScript, HTML, CSS",3,B.Tech,React JavaScript HTML CSS,AI Engineer with NLP and Deep Learning,0
247,"Data Analysis, Excel, Power BI",5,B.Tech,Data Analysis Excel Power BI,AI Engineer with NLP and Deep Learning,0
248,"Python, Machine Learning, Pandas",5,B.Tech,Python Machine Learning Pandas,Data Scientist with Python and ML experience,1
249,"NLP, Deep Learning, PyTorch",3,B.Tech,NLP Deep Learning PyTorch,Data Scientist with Python and ML experience,0
250,"React, JavaScript, HTML, CSS",2,B.Tech,React JavaScript HTML CSS,Data Analyst with Excel and Power BI,0
251,"Python, Machine Learning, Pandas",4,B.Tech,Python Machine Learning Pandas,Data Scientist with Python and ML experience,1
252,"Python, Machine Learning, Pandas",3,B.Tech,Python Machine Learning Pandas,Data Scientist with Python and ML experience,1
253,"Python, Machine Learning, Pandas",5,B.Tech,Python Machine Learning Pandas,AI Engineer with NLP and Deep Learning,0
254,"Java, Spring Boot, SQL",1,B.Tech,Java Spring Boot SQL,Data Scientist with Python and ML experience,0
255,"Data Analysis, Excel, Power BI",3,B.Tech,Data Analysis Excel Power BI,Data Analyst with Excel and Power BI,1
256,"Java, Spring Boot, SQL",1,B.Tech,Java Spring Boot SQL,Backend Developer using Java and Spring,1
257,"Python, Machine Learning, Pandas",1,B.Tech,Python Machine Learning Pandas,Data Scientist with Python and ML experience,1
258,"Data Analysis, Excel, Power BI",0,B.Tech,Data Analysis Excel Power BI,Frontend Developer with React,0
259,"Python, Machine Learning, Pandas",5,B.Tech,Python Machine Learning Pandas,Data Analyst with Excel and Power BI,0
260,"Python, Machine Learning, Pandas",0,B.Tech,Python Machine Learning Pandas,Frontend Developer with React,0
261,"NLP, Deep Learning, PyTorch",5,B.Tech,NLP Deep Learning PyTorch,Data Analyst with Excel and Power BI,0
262,"NLP, Deep Learning, PyTorch",3,B.Tech,NLP Deep Learning PyTorch,Data Analyst with Excel and Power BI,0
263,"Python, Machine Learning, Pandas",2,B.Tech,Python Machine Learning Pandas,Data Scientist with Python and ML experience,1
264,"Python, Machine Learning, Pandas",1,B.Tech,Python Machine Learning Pandas,Data Analyst with Excel and Power BI,0
265,"Data Analysis, Excel, Power BI",0,B.Tech,Data Analysis Excel Power BI,AI Engineer with NLP and Deep Learning,0
266,"Java, Spring Boot, SQL",5,B.Tech,Java Spring Boot SQL,AI Engineer with NLP and Deep Learning,0
267,"Java, Spring Boot, SQL",3,B.Tech,Java Spring Boot SQL,Data Scientist with Python and ML experience,0
268,"React, JavaScript, HTML, CSS",2,B.Tech,React JavaScript HTML CSS,Data Analyst with Excel and Power BI,0
269,"Data Analysis, Excel, Power BI",2,B.Tech,Data Analysis Excel Power BI,Backend Developer using Java and Spring,0
270,"Data Analysis, Excel, Power BI",2,B.Tech,Data Analysis Excel Power BI,Frontend Developer with React,0
271,"Data Analysis, Excel, Power BI",5,B.Tech,Data Analysis Excel Power BI,Data Scientist with Python and ML experience,0
272,"NLP, Deep Learning, PyTorch",4,B.Tech,NLP Deep Learning PyTorch,Data Scientist with Python and ML experience,0
273,"Java, Spring Boot, SQL",1,B.Tech,Java Spring Boot SQL,Backend Developer using Java and Spring,1
274,"Data Analysis, Excel, Power BI",3,B.Tech,Data Analysis Excel Power BI,Data Analyst with Excel and Power BI,1
275,"React, JavaScript, HTML, CSS",1,B.Tech,React JavaScript HTML CSS,Backend Developer using Java and Spring,0
276,"React, JavaScript, HTML, CSS",3,B.Tech,React JavaScript HTML CSS,Backend Developer using Java and Spring,0
277,"Data Analysis, Excel, Power BI",2,B.Tech,Data Analysis Excel Power BI,AI Engineer with NLP and Deep Learning,0
278,"React, JavaScript, HTML, CSS",5,B.Tech,React JavaScript HTML CSS,Data Scientist with Python and ML experience,0
279,"Data Analysis, Excel, Power BI",3,B.Tech,Data Analysis Excel Power BI,Data Analyst with Excel and Power BI,1
280,"Python, Machine Learning, Pandas",3,B.Tech,Python Machine Learning Pandas,Frontend Developer with React,0
281,"Java, Spring Boot, SQL",5,B.Tech,Java Spring Boot SQL,Data Scientist with Python and ML experience,0
282,"Data Analysis, Excel, Power BI",0,B.Tech,Data Analysis Excel Power BI,Backend Developer using Java and Spring,0
283,"Java, Spring Boot, SQL",5,B.Tech,Java Spring Boot SQL,AI Engineer with NLP and Deep Learning,0
284,"Data Analysis, Excel, Power BI",0,B.Tech,Data Analysis Excel Power BI,Frontend Developer with React,0
285,"Data Analysis, Excel, Power BI",2,B.Tech,Data Analysis Excel Power BI,Data Analyst with Excel and Power BI,1
286,"NLP, Deep Learning, PyTorch",5,B.Tech,NLP Deep Learning PyTorch,Frontend Developer with React,0
287,"Python, Machine Learning, Pandas",0,B.Tech,Python Machine Learning Pandas,Backend Developer using Java and Spring,0
288,"Java, Spring Boot, SQL",1,B.Tech,Java Spring Boot SQL,Data Scientist with Python and ML experience,0
289,"React, JavaScript, HTML, CSS",0,B.Tech,React JavaScript HTML CSS,Backend Developer using Java and Spring,0
290,"React, JavaScript, HTML, CSS",1,B.Tech,React JavaScript HTML CSS,AI Engineer with NLP and Deep Learning,0
291,"Data Analysis, Excel, Power BI",0,B.Tech,Data Analysis Excel Power BI,Backend Developer using Java and Spring,0
292,"Data Analysis, Excel, Power BI",3,B.Tech,Data Analysis Excel Power BI,Data Analyst with Excel and Power BI,1
293,"NLP, Deep Learning, PyTorch",1,B.Tech,NLP Deep Learning PyTorch,AI Engineer with NLP and Deep Learning,1
294,"Data Analysis, Excel, Power BI",4,B.Tech,Data Analysis Excel Power BI,Backend Developer using Java and Spring,0
295,"Java, Spring Boot, SQL",4,B.Tech,Java Spring Boot SQL,Frontend Developer with React,0
296,"Data Analysis, Excel, Power BI",1,B.Tech,Data Analysis Excel Power BI,Backend Developer using Java and Spring,0
297,"React, JavaScript, HTML, CSS",2,B.Tech,React JavaScript HTML CSS,Data Scientist with Python and ML experience,0
298,"Python, Machine Learning, Pandas",3,B.Tech,Python Machine Learning Pandas,Data Analyst with Excel and Power BI,0
299,"Java, Spring Boot, SQL",1,B.Tech,Java Spring Boot SQL,Data Scientist with Python and ML experience,0
300,"Python, Machine Learning, Pandas",5,B.Tech,Python Machine Learning Pandas,AI Engineer with NLP and Deep Learning,0
301,"Python, Machine Learning, Pandas",1,B.Tech,Python Machine Learning Pandas,Data Scientist with Python and ML experience,1
302,"Data Analysis, Excel, Power BI",1,B.Tech,Data Analysis Excel Power BI,Backend Developer using Java and Spring,0
303,"NLP, Deep Learning, PyTorch",1,B.Tech,NLP Deep Learning PyTorch,Data Scientist with Python and ML experience,0
304,"React, JavaScript, HTML, CSS",2,B.Tech,React JavaScript HTML CSS,Data Analyst with Excel and Power BI,0
305,"NLP, Deep Learning, PyTorch",2,B.Tech,NLP Deep Learning PyTorch,Backend Developer using Java and Spring,0
306,"Data Analysis, Excel, Power BI",3,B.Tech,Data Analysis Excel Power BI,Frontend Developer with React,0
307,"React, JavaScript, HTML, CSS",4,B.Tech,React JavaScript HTML CSS,Frontend Developer with React,1
308,"React, JavaScript, HTML, CSS",1,B.Tech,React JavaScript HTML CSS,Data Scientist with Python and ML experience,0
309,"NLP, Deep Learning, PyTorch",2,B.Tech,NLP Deep Learning PyTorch,AI Engineer with NLP and Deep Learning,1
310,"React, JavaScript, HTML, CSS",2,B.Tech,React JavaScript HTML CSS,AI Engineer with NLP and Deep Learning,0
311,"React, JavaScript, HTML, CSS",1,B.Tech,React JavaScript HTML CSS,Backend Developer using Java and Spring,0
312,"Java, Spring Boot, SQL",1,B.Tech,Java Spring Boot SQL,Data Analyst with Excel and Power BI,0
313,"Data Analysis, Excel, Power BI",5,B.Tech,Data Analysis Excel Power BI,Data Scientist with Python and ML experience,0
314,"Python, Machine Learning, Pandas",3,B.Tech,Python Machine Learning Pandas,AI Engineer with NLP and Deep Learning,0
315,"Data Analysis, Excel, Power BI",4,B.Tech,Data Analysis Excel Power BI,Data Analyst with Excel and Power BI,1
316,"Data Analysis, Excel, Power BI",0,B.Tech,Data Analysis Excel Power BI,Data Analyst with Excel and Power BI,1
317,"Python, Machine Learning, Pandas",5,B.Tech,Python Machine Learning Pandas,Backend Developer using Java and Spring,0
318,"Data Analysis, Excel, Power BI",1,B.Tech,Data Analysis Excel Power BI,Backend Developer using Java and Spring,0
319,"Java, Spring Boot, SQL",1,B.Tech,Java Spring Boot SQL,Data Analyst with Excel and Power BI,0
320,"React, JavaScript, HTML, CSS",1,B.Tech,React JavaScript HTML CSS,Data Analyst with Excel and Power BI,0
321,"Python, Machine Learning, Pandas",2,B.Tech,Python Machine Learning Pandas,AI Engineer with NLP and Deep Learning,0
322,"NLP, Deep Learning, PyTorch",2,B.Tech,NLP Deep Learning PyTorch,AI Engineer with NLP and Deep Learning,1
323,"NLP, Deep Learning, PyTorch",1,B.Tech,NLP Deep Learning PyTorch,Frontend Developer with React,0
324,"Data Analysis, Excel, Power BI",2,B.Tech,Data Analysis Excel Power BI,Backend Developer using Java and Spring,0
325,"Python, Machine Learning, Pandas",1,B.Tech,Python Machine Learning Pandas,Backend Developer using Java and Spring,0
326,"React, JavaScript, HTML, CSS",0,B.Tech,React JavaScript HTML CSS,Data Scientist with Python and ML experience,0
327,"NLP, Deep Learning, PyTorch",4,B.Tech,NLP Deep Learning PyTorch,Data Analyst with Excel and Power BI,0
328,"React, JavaScript, HTML, CSS",2,B.Tech,React JavaScript HTML CSS,Frontend Developer with React,1
329,"NLP, Deep Learning, PyTorch",3,B.Tech,NLP Deep Learning PyTorch,Frontend Developer with React,0
330,"React, JavaScript, HTML, CSS",5,B.Tech,React JavaScript HTML CSS,Data Analyst with Excel and Power BI,0
331,"Data Analysis, Excel, Power BI",1,B.Tech,Data Analysis Excel Power BI,Data Scientist with Python and ML experience,0
332,"React, JavaScript, HTML, CSS",3,B.Tech,React JavaScript HTML CSS,AI Engineer with NLP and Deep Learning,0
333,"Data Analysis, Excel, Power BI",3,B.Tech,Data Analysis Excel Power BI,Frontend Developer with React,0
334,"Java, Spring Boot, SQL",4,B.Tech,Java Spring Boot SQL,AI Engineer with NLP and Deep Learning,0
335,"NLP, Deep Learning, PyTorch",2,B.Tech,NLP Deep Learning PyTorch,AI Engineer with NLP and Deep Learning,1
336,"NLP, Deep Learning, PyTorch",4,B.Tech,NLP Deep Learning PyTorch,AI Engineer with NLP and Deep Learning,1
337,"Python, Machine Learning, Pandas",2,B.Tech,Python Machine Learning Pandas,Data Analyst with Excel and Power BI,0
338,"Java, Spring Boot, SQL",0,B.Tech,Java Spring Boot SQL,Data Scientist with Python and ML experience,0
339,"React, JavaScript, HTML, CSS",1,B.Tech,React JavaScript HTML CSS,Frontend Developer with React,1
340,"Java, Spring Boot, SQL",4,B.Tech,Java Spring Boot SQL,Backend Developer using Java and Spring,1
341,"Java, Spring Boot, SQL",0,B.Tech,Java Spring Boot SQL,Backend Developer using Java and Spring,1
342,"NLP, Deep Learning, PyTorch",1,B.Tech,NLP Deep Learning PyTorch,AI Engineer with NLP and Deep Learning,1
343,"Python, Machine Learning, Pandas",5,B.Tech,Python Machine Learning Pandas,Backend Developer using Java and Spring,0
344,"Data Analysis, Excel, Power BI",2,B.Tech,Data Analysis Excel Power BI,Backend Developer using Java and Spring,0
345,"NLP, Deep Learning, PyTorch",1,B.Tech,NLP Deep Learning PyTorch,Frontend Developer with React,0
346,"NLP, Deep Learning, PyTorch",4,B.Tech,NLP Deep Learning PyTorch,Backend Developer using Java and Spring,0
347,"Data Analysis, Excel, Power BI",0,B.Tech,Data Analysis Excel Power BI,AI Engineer with NLP and Deep Learning,0
348,"Python, Machine Learning, Pandas",5,B.Tech,Python Machine Learning Pandas,Frontend Developer with React,0
349,"React, JavaScript, HTML, CSS",5,B.Tech,React JavaScript HTML CSS,Data Analyst with Excel and Power BI,0
350,"NLP, Deep Learning, PyTorch",0,B.Tech,NLP Deep Learning PyTorch,Data Analyst with Excel and Power BI,0
351,"Python, Machine Learning, Pandas",5,B.Tech,Python Machine Learning Pandas,Data Analyst with Excel and Power BI,0
352,"React, JavaScript, HTML, CSS",2,B.Tech,React JavaScript HTML CSS,Data Scientist with Python and ML experience,0
353,"Data Analysis, Excel, Power BI",2,B.Tech,Data Analysis Excel Power BI,Frontend Developer with React,0
354,"React, JavaScript, HTML, CSS",0,B.Tech,React JavaScript HTML CSS,Frontend Developer with React,1
355,"Data Analysis, Excel, Power BI",2,B.Tech,Data Analysis Excel Power BI,Frontend Developer with React,0
356,"React, JavaScript, HTML, CSS",3,B.Tech,React JavaScript HTML CSS,Frontend Developer with React,1
357,"NLP, Deep Learning, PyTorch",5,B.Tech,NLP Deep Learning PyTorch,Backend Developer using Java and Spring,0
358,"React, JavaScript, HTML, CSS",1,B.Tech,React JavaScript HTML CSS,Backend Developer using Java and Spring,0
359,"Python, Machine Learning, Pandas",3,B.Tech,Python Machine Learning Pandas,AI Engineer with NLP and Deep Learning,0
360,"NLP, Deep Learning, PyTorch",1,B.Tech,NLP Deep Learning PyTorch,Data Scientist with Python and ML experience,0
361,"React, JavaScript, HTML, CSS",3,B.Tech,React JavaScript HTML CSS,Data Scientist with Python and ML experience,0
362,"Java, Spring Boot, SQL",1,B.Tech,Java Spring Boot SQL,Backend Developer using Java and Spring,1
363,"Python, Machine Learning, Pandas",3,B.Tech,Python Machine Learning Pandas,AI Engineer with NLP and Deep Learning,0
364,"Java, Spring Boot, SQL",5,B.Tech,Java Spring Boot SQL,AI Engineer with NLP and Deep Learning,0
365,"NLP, Deep Learning, PyTorch",2,B.Tech,NLP Deep Learning PyTorch,Data Analyst with Excel and Power BI,0
366,"NLP, Deep Learning, PyTorch",5,B.Tech,NLP Deep Learning PyTorch,Frontend Developer with React,0
367,"NLP, Deep Learning, PyTorch",1,B.Tech,NLP Deep Learning PyTorch,Backend Developer using Java and Spring,0
368,"NLP, Deep Learning, PyTorch",5,B.Tech,NLP Deep Learning PyTorch,AI Engineer with NLP and Deep Learning,1
369,"Java, Spring Boot, SQL",3,B.Tech,Java Spring Boot SQL,Backend Developer using Java and Spring,1
370,"NLP, Deep Learning, PyTorch",3,B.Tech,NLP Deep Learning PyTorch,Backend Developer using Java and Spring,0
371,"React, JavaScript, HTML, CSS",0,B.Tech,React JavaScript HTML CSS,Data Analyst with Excel and Power BI,0
372,"Java, Spring Boot, SQL",1,B.Tech,Java Spring Boot SQL,Backend Developer using Java and Spring,1
373,"NLP, Deep Learning, PyTorch",5,B.Tech,NLP Deep Learning PyTorch,Backend Developer using Java and Spring,0
374,"NLP, Deep Learning, PyTorch",3,B.Tech,NLP Deep Learning PyTorch,Data Analyst with Excel and Power BI,0
375,"NLP, Deep Learning, PyTorch",1,B.Tech,NLP Deep Learning PyTorch,AI Engineer with NLP and Deep Learning,1
376,"NLP, Deep Learning, PyTorch",2,B.Tech,NLP Deep Learning PyTorch,AI Engineer with NLP and Deep Learning,1
377,"React, JavaScript, HTML, CSS",1,B.Tech,React JavaScript HTML CSS,Backend Developer using Java and Spring,0
378,"Python, Machine Learning, Pandas",0,B.Tech,Python Machine Learning Pandas,Data Analyst with Excel and Power BI,0
379,"React, JavaScript, HTML, CSS",3,B.Tech,React JavaScript HTML CSS,Data Scientist with Python and ML experience,0
380,"Python, Machine Learning, Pandas",1,B.Tech,Python Machine Learning Pandas,Data Analyst with Excel and Power BI,0
381,"Python, Machine Learning, Pandas",2,B.Tech,Python Machine Learning Pandas,AI Engineer with NLP and Deep Learning,0
382,"NLP, Deep Learning, PyTorch",0,B.Tech,NLP Deep Learning PyTorch,Backend Developer using Java and Spring,0
383,"Python, Machine Learning, Pandas",5,B.Tech,Python Machine Learning Pandas,Frontend Developer with React,0
384,"Data Analysis, Excel, Power BI",1,B.Tech,Data Analysis Excel Power BI,Frontend Developer with React,0
385,"React, JavaScript, HTML, CSS",1,B.Tech,React JavaScript HTML CSS,Frontend Developer with React,1
386,"Data Analysis, Excel, Power BI",0,B.Tech,Data Analysis Excel Power BI,Backend Developer using Java and Spring,0
387,"Python, Machine Learning, Pandas",3,B.Tech,Python Machine Learning Pandas,Frontend Developer with React,0
388,"React, JavaScript, HTML, CSS",1,B.Tech,React JavaScript HTML CSS,Backend Developer using Java and Spring,0
389,"Data Analysis, Excel, Power BI",1,B.Tech,Data Analysis Excel Power BI,Data Scientist with Python and ML experience,0
390,"React, JavaScript, HTML, CSS",5,B.Tech,React JavaScript HTML CSS,Data Scientist with Python and ML experience,0
391,"Python, Machine Learning, Pandas",0,B.Tech,Python Machine Learning Pandas,Data Scientist with Python and ML experience,1
392,"Python, Machine Learning, Pandas",5,B.Tech,Python Machine Learning Pandas,AI Engineer with NLP and Deep Learning,0
393,"NLP, Deep Learning, PyTorch",1,B.Tech,NLP Deep Learning PyTorch,Data Analyst with Excel and Power BI,0
394,"Java, Spring Boot, SQL",4,B.Tech,Java Spring Boot SQL,Data Scientist with Python and ML experience,0
395,"Data Analysis, Excel, Power BI",4,B.Tech,Data Analysis Excel Power BI,Frontend Developer with React,0
396,"NLP, Deep Learning, PyTorch",5,B.Tech,NLP Deep Learning PyTorch,Backend Developer using Java and Spring,0
397,"Python, Machine Learning, Pandas",2,B.Tech,Python Machine Learning Pandas,Data Analyst with Excel and Power BI,0
398,"Data Analysis, Excel, Power BI",2,B.Tech,Data Analysis Excel Power BI,AI Engineer with NLP and Deep Learning,0
399,"Java, Spring Boot, SQL",3,B.Tech,Java Spring Boot SQL,Data Scientist with Python and ML experience,0
400,"Data Analysis, Excel, Power BI",5,B.Tech,Data Analysis Excel Power BI,Data Analyst with Excel and Power BI,1
401,"Python, Machine Learning, Pandas",4,B.Tech,Python Machine Learning Pandas,Data Scientist with Python and ML experience,1
402,"React, JavaScript, HTML, CSS",3,B.Tech,React JavaScript HTML CSS,Backend Developer using Java and Spring,0
403,"Java, Spring Boot, SQL",5,B.Tech,Java Spring Boot SQL,Data Analyst with Excel and Power BI,0
404,"Java, Spring Boot, SQL",1,B.Tech,Java Spring Boot SQL,AI Engineer with NLP and Deep Learning,0
405,"NLP, Deep Learning, PyTorch",3,B.Tech,NLP Deep Learning PyTorch,Frontend Developer with React,0
406,"NLP, Deep Learning, PyTorch",4,B.Tech,NLP Deep Learning PyTorch,Backend Developer using Java and Spring,0
407,"NLP, Deep Learning, PyTorch",3,B.Tech,NLP Deep Learning PyTorch,Data Scientist with Python and ML experience,0
408,"Java, Spring Boot, SQL",0,B.Tech,Java Spring Boot SQL,AI Engineer with NLP and Deep Learning,0
409,"NLP, Deep Learning, PyTorch",5,B.Tech,NLP Deep Learning PyTorch,Data Scientist with Python and ML experience,0
410,"Python, Machine Learning, Pandas",3,B.Tech,Python Machine Learning Pandas,Frontend Developer with React,0
411,"NLP, Deep Learning, PyTorch",0,B.Tech,NLP Deep Learning PyTorch,Backend Developer using Java and Spring,0
412,"Data Analysis, Excel, Power BI",4,B.Tech,Data Analysis Excel Power BI,Backend Developer using Java and Spring,0
413,"React, JavaScript, HTML, CSS",4,B.Tech,React JavaScript HTML CSS,Backend Developer using Java and Spring,0
414,"NLP, Deep Learning, PyTorch",5,B.Tech,NLP Deep Learning PyTorch,Backend Developer using Java and Spring,0
415,"Data Analysis, Excel, Power BI",1,B.Tech,Data Analysis Excel Power BI,Data Scientist with Python and ML experience,0
416,"Java, Spring Boot, SQL",2,B.Tech,Java Spring Boot SQL,Data Analyst with Excel and Power BI,0
417,"Python, Machine Learning, Pandas",2,B.Tech,Python Machine Learning Pandas,Data Analyst with Excel and Power BI,0
418,"Data Analysis, Excel, Power BI",4,B.Tech,Data Analysis Excel Power BI,Frontend Developer with React,0
419,"React, JavaScript, HTML, CSS",3,B.Tech,React JavaScript HTML CSS,AI Engineer with NLP and Deep Learning,0
420,"Java, Spring Boot, SQL",3,B.Tech,Java Spring Boot SQL,Data Analyst with Excel and Power BI,0
421,"React, JavaScript, HTML, CSS",2,B.Tech,React JavaScript HTML CSS,Data Scientist with Python and ML experience,0
422,"Python, Machine Learning, Pandas",5,B.Tech,Python Machine Learning Pandas,Data Scientist with Python and ML experience,1
423,"Java, Spring Boot, SQL",5,B.Tech,Java Spring Boot SQL,AI Engineer with NLP and Deep Learning,0
424,"Java, Spring Boot, SQL",4,B.Tech,Java Spring Boot SQL,Frontend Developer with React,0
425,"React, JavaScript, HTML, CSS",5,B.Tech,React JavaScript HTML CSS,Backend Developer using Java and Spring,0
426,"NLP, Deep Learning, PyTorch",0,B.Tech,NLP Deep Learning PyTorch,Data Scientist with Python and ML experience,0
427,"Java, Spring Boot, SQL",3,B.Tech,Java Spring Boot SQL,AI Engineer with NLP and Deep Learning,0
428,"Data Analysis, Excel, Power BI",4,B.Tech,Data Analysis Excel Power BI,Data Analyst with Excel and Power BI,1
429,"Data Analysis, Excel, Power BI",0,B.Tech,Data Analysis Excel Power BI,Data Scientist with Python and ML experience,0
430,"React, JavaScript, HTML, CSS",2,B.Tech,React JavaScript HTML CSS,Frontend Developer with React,1
431,"Java, Spring Boot, SQL",4,B.Tech,Java Spring Boot SQL,Frontend Developer with React,0
432,"NLP, Deep Learning, PyTorch",5,B.Tech,NLP Deep Learning PyTorch,Frontend Developer with React,0
433,"Java, Spring Boot, SQL",2,B.Tech,Java Spring Boot SQL,Data Scientist with Python and ML experience,0
434,"Python, Machine Learning, Pandas",5,B.Tech,Python Machine Learning Pandas,Data Analyst with Excel and Power BI,0
435,"Java, Spring Boot, SQL",0,B.Tech,Java Spring Boot SQL,AI Engineer with NLP and Deep Learning,0
436,"NLP, Deep Learning, PyTorch",1,B.Tech,NLP Deep Learning PyTorch,Backend Developer using Java and Spring,0
437,"Java, Spring Boot, SQL",5,B.Tech,Java Spring Boot SQL,Data Analyst with Excel and Power BI,0
438,"NLP, Deep Learning, PyTorch",5,B.Tech,NLP Deep Learning PyTorch,Backend Developer using Java and Spring,0
439,"Java, Spring Boot, SQL",5,B.Tech,Java Spring Boot SQL,Backend Developer using Java and Spring,1
440,"React, JavaScript, HTML, CSS",2,B.Tech,React JavaScript HTML CSS,Backend Developer using Java and Spring,0
441,"Java, Spring Boot, SQL",1,B.Tech,Java Spring Boot SQL,Data Analyst with Excel and Power BI,0
442,"React, JavaScript, HTML, CSS",0,B.Tech,React JavaScript HTML CSS,Backend Developer using Java and Spring,0
443,"Python, Machine Learning, Pandas",2,B.Tech,Python Machine Learning Pandas,AI Engineer with NLP and Deep Learning,0
444,"Data Analysis, Excel, Power BI",4,B.Tech,Data Analysis Excel Power BI,Data Analyst with Excel and Power BI,1
445,"Java, Spring Boot, SQL",4,B.Tech,Java Spring Boot SQL,Data Analyst with Excel and Power BI,0
446,"Python, Machine Learning, Pandas",1,B.Tech,Python Machine Learning Pandas,Frontend Developer with React,0
447,"NLP, Deep Learning, PyTorch",5,B.Tech,NLP Deep Learning PyTorch,Frontend Developer with React,0
448,"React, JavaScript, HTML, CSS",0,B.Tech,React JavaScript HTML CSS,Data Scientist with Python and ML experience,0
449,"Data Analysis, Excel, Power BI",4,B.Tech,Data Analysis Excel Power BI,Data Analyst with Excel and Power BI,1
450,"NLP, Deep Learning, PyTorch",5,B.Tech,NLP Deep Learning PyTorch,Frontend Developer with React,0
451,"Data Analysis, Excel, Power BI",1,B.Tech,Data Analysis Excel Power BI,Data Scientist with Python and ML experience,0
452,"Data Analysis, Excel, Power BI",3,B.Tech,Data Analysis Excel Power BI,Data Scientist with Python and ML experience,0
453,"Python, Machine Learning, Pandas",4,B.Tech,Python Machine Learning Pandas,Data Analyst with Excel and Power BI,0
454,"Java, Spring Boot, SQL",1,B.Tech,Java Spring Boot SQL,Backend Developer using Java and Spring,1
455,"Data Analysis, Excel, Power BI",4,B.Tech,Data Analysis Excel Power BI,AI Engineer with NLP and Deep Learning,0
456,"Java, Spring Boot, SQL",0,B.Tech,Java Spring Boot SQL,Backend Developer using Java and Spring,1
457,"Data Analysis, Excel, Power BI",1,B.Tech,Data Analysis Excel Power BI,Backend Developer using Java and Spring,0
458,"NLP, Deep Learning, PyTorch",5,B.Tech,NLP Deep Learning PyTorch,AI Engineer with NLP and Deep Learning,1
459,"Java, Spring Boot, SQL",5,B.Tech,Java Spring Boot SQL,Data Analyst with Excel and Power BI,0
460,"NLP, Deep Learning, PyTorch",4,B.Tech,NLP Deep Learning PyTorch,Backend Developer using Java and Spring,0
461,"React, JavaScript, HTML, CSS",2,B.Tech,React JavaScript HTML CSS,Frontend Developer with React,1
462,"React, JavaScript, HTML, CSS",1,B.Tech,React JavaScript HTML CSS,Data Scientist with Python and ML experience,0
463,"Data Analysis, Excel, Power BI",3,B.Tech,Data Analysis Excel Power BI,Data Analyst with Excel and Power BI,1
464,"React, JavaScript, HTML, CSS",5,B.Tech,React JavaScript HTML CSS,Data Scientist with Python and ML experience,0
465,"React, JavaScript, HTML, CSS",4,B.Tech,React JavaScript HTML CSS,Frontend Developer with React,1
466,"NLP, Deep Learning, PyTorch",3,B.Tech,NLP Deep Learning PyTorch,Data Analyst with Excel and Power BI,0
467,"React, JavaScript, HTML, CSS",2,B.Tech,React JavaScript HTML CSS,Data Scientist with Python and ML experience,0
468,"Java, Spring Boot, SQL",2,B.Tech,Java Spring Boot SQL,AI Engineer with NLP and Deep Learning,0
469,"Python, Machine Learning, Pandas",1,B.Tech,Python Machine Learning Pandas,Backend Developer using Java and Spring,0
470,"Java, Spring Boot, SQL",1,B.Tech,Java Spring Boot SQL,Backend Developer using Java and Spring,1
471,"Python, Machine Learning, Pandas",5,B.Tech,Python Machine Learning Pandas,Data Analyst with Excel and Power BI,0
472,"Python, Machine Learning, Pandas",3,B.Tech,Python Machine Learning Pandas,Data Analyst with Excel and Power BI,0
473,"Python, Machine Learning, Pandas",1,B.Tech,Python Machine Learning Pandas,AI Engineer with NLP and Deep Learning,0
474,"React, JavaScript, HTML, CSS",2,B.Tech,React JavaScript HTML CSS,Backend Developer using Java and Spring,0
475,"Java, Spring Boot, SQL",2,B.Tech,Java Spring Boot SQL,Frontend Developer with React,0
476,"React, JavaScript, HTML, CSS",2,B.Tech,React JavaScript HTML CSS,Frontend Developer with React,1
477,"Java, Spring Boot, SQL",0,B.Tech,Java Spring Boot SQL,Frontend Developer with React,0
478,"Data Analysis, Excel, Power BI",3,B.Tech,Data Analysis Excel Power BI,Frontend Developer with React,0
479,"Data Analysis, Excel, Power BI",3,B.Tech,Data Analysis Excel Power BI,Frontend Developer with React,0
480,"React, JavaScript, HTML, CSS",5,B.Tech,React JavaScript HTML CSS,Frontend Developer with React,1
481,"Data Analysis, Excel, Power BI",5,B.Tech,Data Analysis Excel Power BI,AI Engineer with NLP and Deep Learning,0
482,"React, JavaScript, HTML, CSS",3,B.Tech,React JavaScript HTML CSS,Data Scientist with Python and ML experience,0
483,"React, JavaScript, HTML, CSS",5,B.Tech,React JavaScript HTML CSS,Data Analyst with Excel and Power BI,0
484,"Data Analysis, Excel, Power BI",0,B.Tech,Data Analysis Excel Power BI,Data Scientist with Python and ML experience,0
485,"Java, Spring Boot, SQL",1,B.Tech,Java Spring Boot SQL,Backend Developer using Java and Spring,1
486,"Python, Machine Learning, Pandas",5,B.Tech,Python Machine Learning Pandas,Data Scientist with Python and ML experience,1
487,"Data Analysis, Excel, Power BI",4,B.Tech,Data Analysis Excel Power BI,Data Analyst with Excel and Power BI,1
488,"Data Analysis, Excel, Power BI",4,B.Tech,Data Analysis Excel Power BI,Frontend Developer with React,0
489,"Data Analysis, Excel, Power BI",5,B.Tech,Data Analysis Excel Power BI,Frontend Developer with React,0
490,"NLP, Deep Learning, PyTorch",0,B.Tech,NLP Deep Learning PyTorch,Frontend Developer with React,0
491,"Python, Machine Learning, Pandas",1,B.Tech,Python Machine Learning Pandas,Data Analyst with Excel and Power BI,0
